Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,OT?,Attend.,Arena,Notes,Season
Sun Nov 28 2010,3:30p,Utah Jazz,109,Los Angeles Clippers,97,,17085,STAPLES Center,,2011
Sun Nov 28 2010,7:00p,Oklahoma City Thunder,98,Houston Rockets,99,,15316,Toyota Center,,2011
Sun Nov 28 2010,7:00p,Portland Trail Blazers,96,New Jersey Nets,98,,11448,Prudential Center,,2011
Sun Nov 28 2010,8:00p,Phoenix Suns,133,Denver Nuggets,138,,15482,Pepsi Center,,2011
Sun Nov 28 2010,9:30p,Indiana Pacers,95,Los Angeles Lakers,92,,18997,STAPLES Center,,2011
Mon Nov 29 2010,7:30p,Washington Wizards,94,Miami Heat,105,,19600,AmericanAirlines Arena,,2011
Mon Nov 29 2010,8:00p,New Orleans Hornets,89,Oklahoma City Thunder,95,,18203,Chesapeake Energy Arena,,2011
Mon Nov 29 2010,8:30p,Houston Rockets,91,Dallas Mavericks,101,,19435,American Airlines Center,,2011
Mon Nov 29 2010,9:00p,Milwaukee Bucks,88,Utah Jazz,109,,18497,EnergySolutions Arena,,2011
Tue Nov 30 2010,7:00p,Boston Celtics,106,Cleveland Cavaliers,87,,20562,Quicken Loans Arena,,2011
Tue Nov 30 2010,7:00p,Detroit Pistons,79,Orlando Magic,90,,18846,Amway Center,,2011
Tue Nov 30 2010,7:00p,Portland Trail Blazers,79,Philadelphia 76ers,88,,13556,Wells Fargo Center,,2011
Tue Nov 30 2010,7:30p,New Jersey Nets,100,New York Knicks,111,,19763,Madison Square Garden (IV),,2011
Tue Nov 30 2010,8:00p,Los Angeles Lakers,96,Memphis Grizzlies,98,,17638,FedEx Forum,,2011
Tue Nov 30 2010,10:00p,Indiana Pacers,107,Sacramento Kings,98,,10927,Power Balance Pavilion,,2011
Tue Nov 30 2010,10:30p,San Antonio Spurs,118,Golden State Warriors,98,,17877,Oracle Arena,,2011
Wed Dec 1 2010,7:00p,Memphis Grizzlies,109,Atlanta Hawks,112,,11513,Philips Arena,,2011
Wed Dec 1 2010,7:00p,Oklahoma City Thunder,123,New Jersey Nets,120,3OT,13108,Prudential Center,,2011
Wed Dec 1 2010,7:00p,Washington Wizards,108,Toronto Raptors,127,,15209,Air Canada Centre,,2011
Wed Dec 1 2010,7:30p,Portland Trail Blazers,95,Boston Celtics,99,,18624,TD Garden,,2011
Wed Dec 1 2010,7:30p,Detroit Pistons,72,Miami Heat,97,,19600,AmericanAirlines Arena,,2011
Wed Dec 1 2010,8:00p,Orlando Magic,107,Chicago Bulls,78,,21435,United Center,,2011
Wed Dec 1 2010,8:00p,Charlotte Bobcats,73,New Orleans Hornets,89,,10866,New Orleans Arena,,2011
Wed Dec 1 2010,8:30p,Minnesota Timberwolves,86,Dallas Mavericks,100,,19567,American Airlines Center,,2011
Wed Dec 1 2010,8:30p,Los Angeles Lakers,99,Houston Rockets,109,,18116,Toyota Center,,2011
Wed Dec 1 2010,9:00p,Milwaukee Bucks,94,Denver Nuggets,105,,14221,Pepsi Center,,2011
Wed Dec 1 2010,9:00p,Indiana Pacers,88,Utah Jazz,110,,18732,EnergySolutions Arena,,2011
Wed Dec 1 2010,10:30p,San Antonio Spurs,85,Los Angeles Clippers,90,,16584,STAPLES Center,,2011
Thu Dec 2 2010,8:00p,Miami Heat,118,Cleveland Cavaliers,90,,20562,Quicken Loans Arena,,2011
Thu Dec 2 2010,10:30p,Phoenix Suns,107,Golden State Warriors,101,,18328,Oracle Arena,,2011
Fri Dec 3 2010,7:00p,New Jersey Nets,84,Charlotte Bobcats,91,OT,12183,Time Warner Cable Arena,,2011
Fri Dec 3 2010,7:00p,Oklahoma City Thunder,99,Toronto Raptors,111,,16774,Air Canada Centre,,2011
Fri Dec 3 2010,7:00p,Portland Trail Blazers,79,Washington Wizards,83,,13408,Verizon Center,,2011
Fri Dec 3 2010,7:30p,Philadelphia 76ers,88,Atlanta Hawks,93,,12140,Philips Arena,,2011
Fri Dec 3 2010,7:30p,Orlando Magic,104,Detroit Pistons,91,,18433,The Palace of Auburn Hills,,2011
Fri Dec 3 2010,8:00p,Chicago Bulls,92,Boston Celtics,104,,18624,TD Garden,,2011
Fri Dec 3 2010,8:00p,Houston Rockets,127,Memphis Grizzlies,111,,14577,FedEx Forum,,2011
Fri Dec 3 2010,8:00p,New York Knicks,100,New Orleans Hornets,92,,14020,New Orleans Arena,,2011
Fri Dec 3 2010,8:30p,Minnesota Timberwolves,101,San Antonio Spurs,107,,18581,AT&T Center,,2011
Fri Dec 3 2010,9:00p,Los Angeles Clippers,104,Denver Nuggets,109,,15829,Pepsi Center,,2011
Fri Dec 3 2010,9:00p,Indiana Pacers,97,Phoenix Suns,105,,16991,US Airways Center,,2011
Fri Dec 3 2010,10:30p,Sacramento Kings,80,Los Angeles Lakers,113,,18997,STAPLES Center,,2011
Fri Dec 3 2010,10:30p,Dallas Mavericks,93,Utah Jazz,81,,19623,EnergySolutions Arena,,2011
Sat Dec 4 2010,7:30p,Atlanta Hawks,77,Miami Heat,89,,19600,AmericanAirlines Arena,,2011
Sat Dec 4 2010,7:30p,Charlotte Bobcats,91,Philadelphia 76ers,109,,14611,Wells Fargo Center,,2011
Sat Dec 4 2010,8:00p,Houston Rockets,116,Chicago Bulls,119,OT,21232,United Center,,2011
Sat Dec 4 2010,8:00p,Cleveland Cavaliers,95,Minnesota Timberwolves,129,,14422,Target Center,,2011
Sat Dec 4 2010,8:30p,Orlando Magic,85,Milwaukee Bucks,96,,16218,Bradley Center,,2011
Sat Dec 4 2010,10:00p,Dallas Mavericks,105,Sacramento Kings,103,,12900,Power Balance Pavilion,,2011
Sun Dec 5 2010,1:00p,Boston Celtics,100,New Jersey Nets,75,,16196,Prudential Center,,2011
Sun Dec 5 2010,1:00p,New York Knicks,116,Toronto Raptors,99,,16891,Air Canada Centre,,2011
Sun Dec 5 2010,6:00p,Cleveland Cavaliers,92,Detroit Pistons,102,,13081,The Palace of Auburn Hills,,2011
Sun Dec 5 2010,7:00p,Golden State Warriors,109,Oklahoma City Thunder,114,,18203,Chesapeake Energy Arena,,2011
Sun Dec 5 2010,7:00p,New Orleans Hornets,84,San Antonio Spurs,109,,17571,AT&T Center,,2011
Sun Dec 5 2010,8:00p,Memphis Grizzlies,107,Denver Nuggets,108,,15017,Pepsi Center,,2011
Sun Dec 5 2010,8:00p,Washington Wizards,108,Phoenix Suns,125,,17430,US Airways Center,,2011
Sun Dec 5 2010,9:00p,Los Angeles Clippers,91,Portland Trail Blazers,100,,20139,Rose Garden Arena,,2011
Mon Dec 6 2010,7:00p,Toronto Raptors,100,Indiana Pacers,124,,11930,Conseco Fieldhouse,,2011
Mon Dec 6 2010,7:00p,Atlanta Hawks,80,Orlando Magic,74,,18846,Amway Center,,2011
Mon Dec 6 2010,7:30p,Minnesota Timberwolves,114,New York Knicks,121,,19763,Madison Square Garden (IV),,2011
Mon Dec 6 2010,8:00p,Oklahoma City Thunder,90,Chicago Bulls,99,,21184,United Center,,2011
Mon Dec 6 2010,8:00p,Miami Heat,88,Milwaukee Bucks,78,,17167,Bradley Center,,2011
Mon Dec 6 2010,9:00p,Memphis Grizzlies,85,Utah Jazz,94,,19131,EnergySolutions Arena,,2011
Mon Dec 6 2010,10:30p,Sacramento Kings,91,Los Angeles Clippers,98,,14964,STAPLES Center,,2011
Tue Dec 7 2010,7:00p,New Jersey Nets,101,Atlanta Hawks,116,,14273,Philips Arena,,2011
Tue Dec 7 2010,7:00p,Denver Nuggets,98,Charlotte Bobcats,100,,15737,Time Warner Cable Arena,,2011
Tue Dec 7 2010,7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,117,,10662,Wells Fargo Center,,2011
Tue Dec 7 2010,8:30p,Golden State Warriors,100,Dallas Mavericks,105,,19593,American Airlines Center,,2011
Tue Dec 7 2010,8:30p,Detroit Pistons,83,Houston Rockets,97,,14798,Toyota Center,,2011
Tue Dec 7 2010,10:00p,Phoenix Suns,99,Portland Trail Blazers,106,,20151,Rose Garden Arena,,2011
Tue Dec 7 2010,10:30p,Washington Wizards,108,Los Angeles Lakers,115,,18997,STAPLES Center,,2011
Wed Dec 8 2010,7:00p,Denver Nuggets,89,Boston Celtics,105,,18624,TD Garden,,2011
Wed Dec 8 2010,7:00p,Chicago Bulls,88,Cleveland Cavaliers,83,,20562,Quicken Loans Arena,,2011
Wed Dec 8 2010,7:30p,Toronto Raptors,110,New York Knicks,113,,19763,Madison Square Garden (IV),,2011
Wed Dec 8 2010,8:00p,Indiana Pacers,95,Milwaukee Bucks,97,,12789,Bradley Center,,2011
Wed Dec 8 2010,8:00p,Oklahoma City Thunder,111,Minnesota Timberwolves,103,,13907,Target Center,,2011
Wed Dec 8 2010,8:00p,Detroit Pistons,74,New Orleans Hornets,93,,10823,New Orleans Arena,,2011
Wed Dec 8 2010,8:30p,Golden State Warriors,94,San Antonio Spurs,111,,16913,AT&T Center,,2011
Wed Dec 8 2010,9:00p,Memphis Grizzlies,104,Phoenix Suns,98,OT,16288,US Airways Center,,2011
Wed Dec 8 2010,9:00p,Miami Heat,111,Utah Jazz,98,,19911,EnergySolutions Arena,,2011
Wed Dec 8 2010,10:00p,Washington Wizards,91,Sacramento Kings,116,,12308,Power Balance Pavilion,,2011
Wed Dec 8 2010,10:30p,Los Angeles Lakers,87,Los Angeles Clippers,86,,19614,STAPLES Center,,2011
Thu Dec 9 2010,8:00p,Boston Celtics,102,Philadelphia 76ers,101,,17948,Wells Fargo Center,,2011
Thu Dec 9 2010,8:30p,New Jersey Nets,89,Dallas Mavericks,102,,19666,American Airlines Center,,2011
Thu Dec 9 2010,10:30p,Orlando Magic,83,Portland Trail Blazers,97,,20219,Rose Garden Arena,,2011
Fri Dec 10 2010,7:00p,Charlotte Bobcats,92,Indiana Pacers,100,,13128,Conseco Fieldhouse,,2011
Fri Dec 10 2010,7:00p,Denver Nuggets,123,Toronto Raptors,116,,14714,Air Canada Centre,,2011
Fri Dec 10 2010,7:00p,New York Knicks,101,Washington Wizards,95,,18542,Verizon Center,,2011
Fri Dec 10 2010,8:00p,Los Angeles Lakers,84,Chicago Bulls,88,,22760,United Center,,2011
Fri Dec 10 2010,8:00p,Detroit Pistons,99,Minnesota Timberwolves,109,,13988,Target Center,,2011
Fri Dec 10 2010,8:00p,Oklahoma City Thunder,97,New Orleans Hornets,92,,14428,New Orleans Arena,,2011
Fri Dec 10 2010,8:30p,Houston Rockets,91,Milwaukee Bucks,97,,14526,Bradley Center,,2011
Fri Dec 10 2010,8:30p,Atlanta Hawks,92,San Antonio Spurs,108,,17576,AT&T Center,,2011
Fri Dec 10 2010,9:00p,Portland Trail Blazers,101,Phoenix Suns,94,,17284,US Airways Center,,2011
Fri Dec 10 2010,9:00p,Orlando Magic,105,Utah Jazz,117,,18765,EnergySolutions Arena,,2011
Fri Dec 10 2010,10:30p,Miami Heat,106,Golden State Warriors,84,,20036,Oracle Arena,,2011
Sat Dec 11 2010,3:30p,Memphis Grizzlies,84,Los Angeles Clippers,83,,14970,STAPLES Center,,2011
Sat Dec 11 2010,7:00p,Indiana Pacers,83,Atlanta Hawks,97,,14131,Philips Arena,,2011
Sat Dec 11 2010,7:00p,Boston Celtics,93,Charlotte Bobcats,62,,19603,Time Warner Cable Arena,,2011
Sat Dec 11 2010,7:30p,Toronto Raptors,120,Detroit Pistons,116,,13343,The Palace of Auburn Hills,,2011
Sat Dec 11 2010,8:00p,Minnesota Timberwolves,82,Chicago Bulls,113,,21102,United Center,,2011
Sat Dec 11 2010,8:30p,Utah Jazz,97,Dallas Mavericks,103,,20074,American Airlines Center,,2011
Sat Dec 11 2010,8:30p,Cleveland Cavaliers,95,Houston Rockets,110,,15532,Toyota Center,,2011
Sat Dec 11 2010,10:00p,Miami Heat,104,Sacramento Kings,83,,16396,Power Balance Pavilion,,2011
Sun Dec 12 2010,12:00p,Denver Nuggets,125,New York Knicks,129,,19387,Madison Square Garden (IV),,2011
Sun Dec 12 2010,12:00p,New Orleans Hornets,70,Philadelphia 76ers,88,,13884,Wells Fargo Center,,2011
Sun Dec 12 2010,1:00p,Los Angeles Lakers,99,New Jersey Nets,92,,16561,Prudential Center,,2011
Sun Dec 12 2010,3:30p,Portland Trail Blazers,78,San Antonio Spurs,95,,16743,AT&T Center,,2011
Sun Dec 12 2010,7:00p,Cleveland Cavaliers,77,Oklahoma City Thunder,106,,18203,Chesapeake Energy Arena,,2011
Sun Dec 12 2010,9:30p,Orlando Magic,94,Los Angeles Clippers,85,,18278,STAPLES Center,,2011
Mon Dec 13 2010,7:30p,New Orleans Hornets,84,Miami Heat,96,,19600,AmericanAirlines Arena,,2011
Mon Dec 13 2010,8:00p,Indiana Pacers,73,Chicago Bulls,92,,21287,United Center,,2011
Mon Dec 13 2010,8:00p,Portland Trail Blazers,73,Memphis Grizzlies,86,,10467,FedEx Forum,,2011
Mon Dec 13 2010,8:30p,Milwaukee Bucks,103,Dallas Mavericks,99,,19720,American Airlines Center,,2011
Mon Dec 13 2010,9:00p,Golden State Warriors,95,Utah Jazz,108,,19176,EnergySolutions Arena,,2011
Tue Dec 14 2010,7:00p,Toronto Raptors,91,Charlotte Bobcats,97,,12482,Time Warner Cable Arena,,2011
Tue Dec 14 2010,7:00p,Philadelphia 76ers,82,New Jersey Nets,77,,10151,Prudential Center,,2011
Tue Dec 14 2010,7:00p,Los Angeles Lakers,103,Washington Wizards,89,,16513,Verizon Center,,2011
Tue Dec 14 2010,7:30p,Atlanta Hawks,80,Detroit Pistons,103,,12526,The Palace of Auburn Hills,,2011
Tue Dec 14 2010,8:30p,Sacramento Kings,105,Houston Rockets,118,,13414,Toyota Center,,2011
Tue Dec 14 2010,9:00p,Orlando Magic,94,Denver Nuggets,111,,16247,Pepsi Center,,2011
Tue Dec 14 2010,10:30p,Minnesota Timberwolves,99,Golden State Warriors,108,,17615,Oracle Arena,,2011
Wed Dec 15 2010,7:00p,Los Angeles Lakers,109,Indiana Pacers,94,,18165,Conseco Fieldhouse,,2011
Wed Dec 15 2010,7:00p,Boston Celtics,118,New York Knicks,116,,19763,Madison Square Garden (IV),,2011
Wed Dec 15 2010,7:00p,Los Angeles Clippers,91,Philadelphia 76ers,105,,11775,Wells Fargo Center,,2011
Wed Dec 15 2010,7:00p,Chicago Bulls,110,Toronto Raptors,93,,17750,Air Canada Centre,,2011
Wed Dec 15 2010,7:30p,Cleveland Cavaliers,95,Miami Heat,101,,19899,AmericanAirlines Arena,,2011
Wed Dec 15 2010,8:00p,Charlotte Bobcats,80,Memphis Grizzlies,113,,12219,FedEx Forum,,2011
Wed Dec 15 2010,8:00p,Sacramento Kings,91,New Orleans Hornets,94,,13325,New Orleans Arena,,2011
Wed Dec 15 2010,8:00p,Houston Rockets,105,Oklahoma City Thunder,117,,17997,Chesapeake Energy Arena,,2011
Wed Dec 15 2010,8:30p,Milwaukee Bucks,90,San Antonio Spurs,92,,17644,AT&T Center,,2011
Wed Dec 15 2010,9:00p,Minnesota Timberwolves,122,Phoenix Suns,128,,16977,US Airways Center,,2011
Wed Dec 15 2010,9:30p,Portland Trail Blazers,98,Dallas Mavericks,103,,19531,American Airlines Center,,2011
Thu Dec 16 2010,7:00p,Washington Wizards,89,New Jersey Nets,97,,10764,Prudential Center,,2011
Thu Dec 16 2010,8:00p,Atlanta Hawks,90,Boston Celtics,102,,18624,TD Garden,,2011
Thu Dec 16 2010,10:30p,San Antonio Spurs,113,Denver Nuggets,112,,16190,Pepsi Center,,2011
Fri Dec 17 2010,7:00p,Cleveland Cavaliers,99,Indiana Pacers,108,,12021,Conseco Fieldhouse,,2011
Fri Dec 17 2010,7:00p,Miami Heat,113,New York Knicks,91,,19763,Madison Square Garden (IV),,2011
Fri Dec 17 2010,7:00p,Los Angeles Lakers,93,Philadelphia 76ers,81,,20366,Wells Fargo Center,,2011
Fri Dec 17 2010,7:00p,New Jersey Nets,92,Toronto Raptors,98,,14623,Air Canada Centre,,2011
Fri Dec 17 2010,7:30p,Charlotte Bobcats,85,Atlanta Hawks,90,,15006,Philips Arena,,2011
Fri Dec 17 2010,7:30p,Los Angeles Clippers,109,Detroit Pistons,88,,16046,The Palace of Auburn Hills,,2011
Fri Dec 17 2010,8:00p,Utah Jazz,71,New Orleans Hornets,100,,14414,New Orleans Arena,,2011
Fri Dec 17 2010,8:00p,Sacramento Kings,87,Oklahoma City Thunder,102,,18203,Chesapeake Energy Arena,,2011
Fri Dec 17 2010,8:30p,Memphis Grizzlies,87,Houston Rockets,103,,14534,Toyota Center,,2011
Fri Dec 17 2010,9:30p,Phoenix Suns,91,Dallas Mavericks,106,,20406,American Airlines Center,,2011
Fri Dec 17 2010,10:00p,Minnesota Timberwolves,102,Portland Trail Blazers,107,,20310,Rose Garden Arena,,2011
Sat Dec 18 2010,7:00p,Philadelphia 76ers,97,Orlando Magic,89,,18846,Amway Center,,2011
Sat Dec 18 2010,7:00p,Miami Heat,95,Washington Wizards,94,,20278,Verizon Center,,2011
Sat Dec 18 2010,7:30p,New York Knicks,102,Cleveland Cavaliers,109,OT,20562,Quicken Loans Arena,,2011
Sat Dec 18 2010,8:00p,Los Angeles Clippers,100,Chicago Bulls,99,,21760,United Center,,2011
Sat Dec 18 2010,8:30p,Utah Jazz,95,Milwaukee Bucks,86,,16004,Bradley Center,,2011
Sat Dec 18 2010,8:30p,Memphis Grizzlies,106,San Antonio Spurs,112,OT,18581,AT&T Center,,2011
Sat Dec 18 2010,9:00p,Minnesota Timberwolves,113,Denver Nuggets,115,,15409,Pepsi Center,,2011
Sat Dec 18 2010,10:00p,Golden State Warriors,95,Portland Trail Blazers,96,,20398,Rose Garden Arena,,2011
Sun Dec 19 2010,1:00p,Indiana Pacers,88,Boston Celtics,99,,18624,TD Garden,,2011
Sun Dec 19 2010,1:00p,Atlanta Hawks,82,New Jersey Nets,89,,11295,Prudential Center,,2011
Sun Dec 19 2010,1:00p,Los Angeles Lakers,120,Toronto Raptors,110,,19935,Air Canada Centre,,2011
Sun Dec 19 2010,6:00p,New Orleans Hornets,108,Detroit Pistons,111,OT,16452,The Palace of Auburn Hills,,2011
Sun Dec 19 2010,6:00p,Houston Rockets,102,Sacramento Kings,93,,13599,Power Balance Pavilion,,2011
Sun Dec 19 2010,7:00p,Phoenix Suns,113,Oklahoma City Thunder,110,,18203,Chesapeake Energy Arena,,2011
Mon Dec 20 2010,7:00p,Orlando Magic,81,Atlanta Hawks,91,,16275,Philips Arena,,2011
Mon Dec 20 2010,7:00p,Utah Jazz,101,Cleveland Cavaliers,90,,20562,Quicken Loans Arena,,2011
Mon Dec 20 2010,7:00p,New Orleans Hornets,93,Indiana Pacers,94,,12271,Conseco Fieldhouse,,2011
Mon Dec 20 2010,7:00p,Charlotte Bobcats,75,Washington Wizards,108,,13825,Verizon Center,,2011
Mon Dec 20 2010,7:30p,Dallas Mavericks,98,Miami Heat,96,,20178,AmericanAirlines Arena,,2011
Mon Dec 20 2010,8:30p,Phoenix Suns,110,San Antonio Spurs,118,,18581,AT&T Center,,2011
Mon Dec 20 2010,10:00p,Milwaukee Bucks,80,Portland Trail Blazers,106,,20406,Rose Garden Arena,,2011
Mon Dec 20 2010,10:30p,Houston Rockets,121,Golden State Warriors,112,,19256,Oracle Arena,,2011
Mon Dec 20 2010,10:30p,Minnesota Timberwolves,90,Los Angeles Clippers,113,,16053,STAPLES Center,,2011
Tue Dec 21 2010,7:00p,Oklahoma City Thunder,99,Charlotte Bobcats,81,,16876,Time Warner Cable Arena,,2011
Tue Dec 21 2010,7:00p,Dallas Mavericks,105,Orlando Magic,99,,19057,Amway Center,,2011
Tue Dec 21 2010,8:00p,Philadelphia 76ers,76,Chicago Bulls,121,,21521,United Center,,2011
Tue Dec 21 2010,8:00p,New Jersey Nets,101,Memphis Grizzlies,94,,14113,FedEx Forum,,2011
Tue Dec 21 2010,10:00p,Golden State Warriors,117,Sacramento Kings,109,OT,13740,Power Balance Pavilion,,2011
Tue Dec 21 2010,10:30p,Milwaukee Bucks,98,Los Angeles Lakers,79,,18997,STAPLES Center,,2011
Wed Dec 22 2010,7:00p,Cleveland Cavaliers,84,Atlanta Hawks,98,,12610,Philips Arena,,2011
Wed Dec 22 2010,7:00p,Detroit Pistons,115,Toronto Raptors,93,,15303,Air Canada Centre,,2011
Wed Dec 22 2010,7:00p,Chicago Bulls,87,Washington Wizards,80,,18011,Verizon Center,,2011
Wed Dec 22 2010,7:30p,Philadelphia 76ers,80,Boston Celtics,84,,18624,TD Garden,,2011
Wed Dec 22 2010,7:30p,Oklahoma City Thunder,98,New York Knicks,112,,19763,Madison Square Garden (IV),,2011
Wed Dec 22 2010,8:00p,Utah Jazz,112,Minnesota Timberwolves,107,,15809,Target Center,,2011
Wed Dec 22 2010,8:00p,New Jersey Nets,91,New Orleans Hornets,105,,15423,New Orleans Arena,,2011
Wed Dec 22 2010,8:30p,Denver Nuggets,103,San Antonio Spurs,109,,18581,AT&T Center,,2011
Wed Dec 22 2010,10:30p,Houston Rockets,97,Los Angeles Clippers,92,,17470,STAPLES Center,,2011
Thu Dec 23 2010,8:00p,San Antonio Spurs,101,Orlando Magic,123,,18916,Amway Center,,2011
Thu Dec 23 2010,10:00p,Milwaukee Bucks,84,Sacramento Kings,79,,12360,Power Balance Pavilion,,2011
Thu Dec 23 2010,10:30p,Miami Heat,95,Phoenix Suns,83,,18422,US Airways Center,,2011
Sat Dec 25 2010,12:00p,Chicago Bulls,95,New York Knicks,103,,19763,Madison Square Garden (IV),,2011
Sat Dec 25 2010,2:30p,Boston Celtics,78,Orlando Magic,86,,19013,Amway Center,,2011
Sat Dec 25 2010,5:00p,Miami Heat,96,Los Angeles Lakers,80,,18997,STAPLES Center,,2011
Sat Dec 25 2010,8:00p,Denver Nuggets,106,Oklahoma City Thunder,114,,18203,Chesapeake Energy Arena,,2011
Sat Dec 25 2010,10:30p,Portland Trail Blazers,102,Golden State Warriors,109,,19596,Oracle Arena,,2011
Sun Dec 26 2010,3:00p,Phoenix Suns,103,Los Angeles Clippers,108,,19060,STAPLES Center,,2011
Sun Dec 26 2010,6:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,97,,20562,Quicken Loans Arena,,2011
Sun Dec 26 2010,6:00p,Chicago Bulls,95,Detroit Pistons,92,OT,20765,The Palace of Auburn Hills,,2011
Sun Dec 26 2010,7:00p,Memphis Grizzlies,104,Indiana Pacers,90,,12630,Conseco Fieldhouse,,2011
Sun Dec 26 2010,7:00p,Atlanta Hawks,86,New Orleans Hornets,93,,15626,New Orleans Arena,,2011
Sun Dec 26 2010,7:00p,Washington Wizards,80,San Antonio Spurs,94,,18581,AT&T Center,,2011
Sun Dec 26 2010,8:00p,Philadelphia 76ers,95,Denver Nuggets,89,,19155,Pepsi Center,,2011
Mon Dec 27 2010,7:00p,Detroit Pistons,100,Charlotte Bobcats,105,,14418,Time Warner Cable Arena,,2011
Mon Dec 27 2010,7:00p,Orlando Magic,104,New Jersey Nets,88,,11514,Prudential Center,,2011
Mon Dec 27 2010,8:00p,Toronto Raptors,85,Memphis Grizzlies,96,,14971,FedEx Forum,,2011
Mon Dec 27 2010,8:00p,Atlanta Hawks,95,Milwaukee Bucks,80,,16751,Bradley Center,,2011
Mon Dec 27 2010,8:00p,New Orleans Hornets,98,Minnesota Timberwolves,113,,11679,Target Center,,2011
Mon Dec 27 2010,8:00p,Dallas Mavericks,103,Oklahoma City Thunder,93,,18203,Chesapeake Energy Arena,,2011
Mon Dec 27 2010,8:30p,Washington Wizards,93,Houston Rockets,100,,18143,Toyota Center,,2011
Mon Dec 27 2010,9:00p,Portland Trail Blazers,96,Utah Jazz,91,,19911,EnergySolutions Arena,,2011
Mon Dec 27 2010,10:00p,Los Angeles Clippers,100,Sacramento Kings,99,,14590,Power Balance Pavilion,,2011
Mon Dec 27 2010,10:30p,Philadelphia 76ers,95,Golden State Warriors,110,,19208,Oracle Arena,,2011
Tue Dec 28 2010,7:00p,Orlando Magic,110,Cleveland Cavaliers,95,,20562,Quicken Loans Arena,,2011
Tue Dec 28 2010,7:00p,Boston Celtics,95,Indiana Pacers,83,,18165,Conseco Fieldhouse,,2011
Tue Dec 28 2010,7:30p,New York Knicks,98,Miami Heat,106,,20288,AmericanAirlines Arena,,2011
Tue Dec 28 2010,8:00p,Milwaukee Bucks,77,Chicago Bulls,90,,22091,United Center,,2011
Tue Dec 28 2010,8:30p,Toronto Raptors,84,Dallas Mavericks,76,,20027,American Airlines Center,,2011
Tue Dec 28 2010,8:30p,Los Angeles Lakers,82,San Antonio Spurs,97,,18581,AT&T Center,,2011
Tue Dec 28 2010,9:00p,Portland Trail Blazers,77,Denver Nuggets,95,,17388,Pepsi Center,,2011
Wed Dec 29 2010,7:00p,Golden State Warriors,93,Atlanta Hawks,103,,15925,Philips Arena,,2011
Wed Dec 29 2010,7:00p,Cleveland Cavaliers,92,Charlotte Bobcats,101,,15287,Time Warner Cable Arena,,2011
Wed Dec 29 2010,7:00p,Indiana Pacers,90,Washington Wizards,104,,16108,Verizon Center,,2011
Wed Dec 29 2010,7:30p,Boston Celtics,92,Detroit Pistons,104,,22076,The Palace of Auburn Hills,,2011
Wed Dec 29 2010,8:00p,Denver Nuggets,119,Minnesota Timberwolves,113,,17093,Target Center,,2011
Wed Dec 29 2010,8:00p,Los Angeles Lakers,103,New Orleans Hornets,88,,18018,New Orleans Arena,,2011
Wed Dec 29 2010,8:00p,New Jersey Nets,93,Oklahoma City Thunder,114,,18203,Chesapeake Energy Arena,,2011
Wed Dec 29 2010,8:30p,Miami Heat,125,Houston Rockets,119,,18409,Toyota Center,,2011
Wed Dec 29 2010,9:00p,Philadelphia 76ers,123,Phoenix Suns,110,,18422,US Airways Center,,2011
Wed Dec 29 2010,10:00p,Memphis Grizzlies,98,Sacramento Kings,100,,12636,Power Balance Pavilion,,2011
Wed Dec 29 2010,10:30p,Utah Jazz,103,Los Angeles Clippers,95,,19060,STAPLES Center,,2011
Thu Dec 30 2010,7:00p,New York Knicks,103,Orlando Magic,112,,19090,Amway Center,,2011
Thu Dec 30 2010,9:30p,San Antonio Spurs,99,Dallas Mavericks,93,,20604,American Airlines Center,,2011
